subject_code,subject_number,subject_year,subject_semester,subject_name,professor_id,created_college,governed_college,lecture_credit,lecture_type,lecture_max_personnel,lecture_applied_number,lecture_exclusive,university_exclusive,lecture_building,lecture_room_number,others,lecture_bound,special_course,dad_of_revenge
101067,11046,,,일반물리학실험(1),,교양대학,자연과학부,1,교필,0,,,,,,학문기초교양,,,
101067,11045,,,일반물리학실험(1),,교양대학,자연과학부,1,교필,0,,,,,,학문기초교양,,,
101067,11044,,,일반물리학실험(1),,교양대학,자연과학부,1,교필,0,,,,,,학문기초교양,,,
101068,11003,,,일반물리학(2),,교양대학,자연과학부,2,교필,35,,,,,,학문기초교양,,,
101068,11002,,,일반물리학(2),,교양대학,자연과학부,2,교필,35,,,,,,학문기초교양,,,
101068,11001,,,일반물리학(2),,교양대학,자연과학부,2,교필,40,,,,,,영어전용(M)   학문기초교양,,,
101081,31001,,,에너지 저장 기술의 이해,,교양대학,자연과학부,3,교선,40,,,,,,,,,
107009,31001,,,양자컴퓨팅프로그래밍입문,,교양대학,자연과학부,3,교선,30,,,,,,,,,
160980,31001,,,타대학이수과목(1),,교양대학,교양대학,3,전선,999,,,,,,국내(해외)대학,,,
160982,31001,,,타대학이수과목(1),,교양대학,교양대학,3,전선,999,,,,,,국내(해외)대학,,,
