grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
167,100788,논리적글쓰기,Logical Writing,,11015,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박성준,박성준,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
168,100788,논리적글쓰기,Logical Writing,,11016,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,양정현,양정현,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
169,100788,논리적글쓰기,Logical Writing,,11017,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조경은,조경은,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
170,100788,논리적글쓰기,Logical Writing,,11006,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정기인,"Chong, Ki In",상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
171,100788,논리적글쓰기,Logical Writing,,11008,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전승주,전승주,상상관-712,Sangsang Hall(53)-712,보기,N,,공통필수,공통필수
172,100788,논리적글쓰기,Logical Writing,,11007,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이민호,이민호,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
173,100796,봉사활동(1),Social Work(1),,31001,교선,General Education Elective,1,토(1),Sat(1),999,교양대학,College of Liberal Arts,학생처,Office of Student Affairs,김주한,"Kim, JooHan",,,보기,Y,,사회봉사,Social voluntary activities
174,100797,봉사활동(2),Social Work(2),,31001,교선,General Education Elective,1,일(1),Sun(1),999,교양대학,College of Liberal Arts,학생처,Office of Student Affairs,김주한,"Kim, JooHan",,,보기,Y,,사회봉사,Social voluntary activities
175,100798,사회의이해,Understanding Society,,31006,교필,General Education Required Course,3,화(5 ~ 7),Tue(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조명희,조명희,다빈치관-107,Davinci Hall(039)-107,보기,N,,"택1, 제3영역","택1, 제3영역"
176,100798,사회의이해,Understanding Society,,31005,교필,General Education Required Course,3,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조명희,조명희,다빈치관-107,Davinci Hall(039)-107,보기,N,,"택1, 제3영역","택1, 제3영역"
177,100798,사회의이해,Understanding Society,,31002,교필,General Education Required Course,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박상희,Sang-Hee Park,상상관-712,Sangsang Hall(53)-712,보기,N,,"택1, 제3영역","택1, 제3영역"
178,100798,사회의이해,Understanding Society,,31003,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박상희,Sang-Hee Park,무궁관-701,Mugung Hall(057)-701,보기,N,,"택1, 제3영역","택1, 제3영역"
179,100798,사회의이해,Understanding Society,,31007,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,홍주환,"HONG, JOO HWAN",창학관-113,Changhak Hall(003)-113,보기,N,,"택1, 제3영역","택1, 제3영역"
180,100798,사회의이해,Understanding Society,,31001,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성윤,Sung-Yoon Kim,다빈치관-218,Davinci Hall(039)-218,보기,N,,"택1, 제3영역","택1, 제3영역"
181,100798,사회의이해,Understanding Society,,31008,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박상희,Sang-Hee Park,다빈치관-218,Davinci Hall(039)-218,보기,N,,"택1, 제3영역","택1, 제3영역"
182,100798,사회의이해,Understanding Society,,31004,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,윤여령,윤여령,다빈치관-208,Davinci Hall(039)-208,보기,N,,"택1, 제3영역","택1, 제3영역"
183,100799,정치의이해,Understanding Politics,,31009,교필,General Education Required Course,3,금(6 ~ 8),Fri(6 ~ 8),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장명학,장명학,다빈치관-104,Davinci Hall(039)-104,보기,N,,"택1, 제3영역","택1, 제3영역"
184,100799,정치의이해,Understanding Politics,,31007,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장명학,장명학,상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제3영역","택1, 제3영역"
185,100799,정치의이해,Understanding Politics,외국인 전용 영어강좌,31001,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이진명,"Lee, Jin Myoung",상상관-817,Sangsang Hall(53)-817,보기,Y,,"영어전용(M)   택1, 제3영역","Offered in English   택1, 제3영역"
186,100799,정치의이해,Understanding Politics,,31006,교필,General Education Required Course,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,손정욱,Jung Wook Son,다빈치관-013,Davinci Hall(039)-013,보기,N,,"택1, 제3영역","택1, 제3영역"
187,100799,정치의이해,Understanding Politics,,31004,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,손정욱,Jung Wook Son,상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제3영역","택1, 제3영역"
188,100799,정치의이해,Understanding Politics,,31003,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장선화,Seonhwa Jang,창학관-113,Changhak Hall(003)-113,보기,N,,"택1, 제3영역","택1, 제3영역"
189,100799,정치의이해,Understanding Politics,,31005,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,장명학,장명학,상상관-624,Sangsang Hall(53)-624,보기,N,,"택1, 제3영역","택1, 제3영역"
190,100799,정치의이해,Understanding Politics,,31008,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,손정욱,Jung Wook Son,다빈치관-218,Davinci Hall(039)-218,보기,N,,"택1, 제3영역","택1, 제3영역"
191,100813,동양문명의이해,Understanding of Eastern Civilization,,31001,교선,General Education Elective,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성수,SUNG SOO. KIM,상상관-712,Sangsang Hall(53)-712,보기,N,,사이버강좌전용,Online course
192,100814,서양문명의이해,Understanding of Western Civillization,,31001,교선,General Education Elective,3,수(4 ~ 6),Wed(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김원중,김원중,창학관-113,Changhak Hall(003)-113,보기,N,,,
193,100817,고급미분적분학(2),Advanced Calculus(2),,11001,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",25,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정갑헌,정갑헌,다빈치관-108 다빈치관-108,Davinci Hall(039)-108,보기,N,,"택1, 공통 그룹 3","택1, 공통 그룹 3"
194,100817,고급미분적분학(2),Advanced Calculus(2),,11002,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",25,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김태수,"KIM, TAE SOO",아름관-402 무궁관-108,Mugung Hall(057)-108 Areum Hall(054)-402,보기,N,,"택1, 공통 그룹 3","택1, 공통 그룹 3"
195,100817,고급미분적분학(2),Advanced Calculus(2),,11003,교필,General Education Required Course,3,"수(8 ~ 9), 금(3 ~ 4)","Wed(8 ~ 9), Fri(3 ~ 4)",25,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,홍석영,홍석영,다빈치관-103 다빈치관-103,Davinci Hall(039)-103,보기,N,,"택1, 공통 그룹 3","택1, 공통 그룹 3"
196,100817,고급미분적분학(2),Advanced Calculus(2),,11004,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",25,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김병찬,"Kim, Byung Chan",국제관-409 다빈치관-423,International Hall(038)-409 Davinci Hall(039)-423,보기,N,,"택1, 공통 그룹 3","택1, 공통 그룹 3"
197,100817,고급미분적분학(2),Advanced Calculus(2),,11005,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",25,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정갑헌,정갑헌,다빈치관-220 다빈치관-220,Davinci Hall(039)-220,보기,N,,"택1, 공통 그룹 3","택1, 공통 그룹 3"
198,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31012,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김지혜,김지혜,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,"택1, 제2영역","택1, 제2영역"
199,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31011,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,변우희,변우희,상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제2영역","택1, 제2영역"
200,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31010,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박용진,박용진,상상관-703,Sangsang Hall(53)-703,보기,N,,"택1, 제2영역","택1, 제2영역"
201,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31009,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안민석,안민석,상상관-212,Sangsang Hall(53)-212,보기,N,,"택1, 제2영역","택1, 제2영역"
202,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31008,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이은정,이은정,다빈치관-103,Davinci Hall(039)-103,보기,N,,"택1, 제2영역","택1, 제2영역"
203,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31007,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,유현정,유현정,다빈치관-219,Davinci Hall(039)-219,보기,N,,"택1, 제2영역","택1, 제2영역"
204,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31006,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안재익,AHN JAEIK,상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제2영역","택1, 제2영역"
205,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31005,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김원중,김원중,다빈치관-106,Davinci Hall(039)-106,보기,N,,"택1, 제2영역","택1, 제2영역"
206,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31004,교필,General Education Required Course,3,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성수,SUNG SOO. KIM,상상관-703,Sangsang Hall(53)-703,보기,N,,"택1, 제2영역","택1, 제2영역"
207,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31003,교필,General Education Required Course,3,월(2 ~ 4),Mon(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김성수,SUNG SOO. KIM,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,"택1, 제2영역","택1, 제2영역"
208,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31001,교필,General Education Required Course,3,화(5 ~ 7),Tue(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김남섭,"Kim, Namsub",상상관-712,Sangsang Hall(53)-712,보기,N,,"택1, 제2영역","택1, 제2영역"
209,100829,동서문명의교류,The Interactions of the Eastern and Western Civilizations,,31002,교필,General Education Required Course,3,목(5 ~ 7),Thu(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김남섭,"Kim, Namsub",상상관-712,Sangsang Hall(53)-712,보기,N,,"택1, 제2영역","택1, 제2영역"
210,100831,경제의이해,Understanding Economy,,31001,교필,General Education Required Course,3,화(6 ~ 8),Tue(6 ~ 8),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이상욱,"Lee, SangWook",무궁관-607,Mugung Hall(057)-607,보기,N,,"택1, 제3영역","택1, 제3영역"
211,100831,경제의이해,Understanding Economy,,31002,교필,General Education Required Course,3,금(5 ~ 7),Fri(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,허성윤,Sung-Yoon Huh,상상관-212,Sangsang Hall(53)-212,보기,N,,"택1, 제3영역","택1, 제3영역"
212,100831,경제의이해,Understanding Economy,,31004,교필,General Education Required Course,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,손종억,Jongeok Son,상상관-624,Sangsang Hall(53)-624,보기,N,,"택1, 제3영역","택1, 제3영역"
213,100831,경제의이해,Understanding Economy,,31003,교필,General Education Required Course,3,월(5 ~ 7),Mon(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이혁주,"Rhee, Hyok-Joo",상상관-624,Sangsang Hall(53)-624,보기,N,,"택1, 제3영역","택1, 제3영역"
214,100831,경제의이해,Understanding Economy,군 이러닝 강좌,31005,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),999,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이상욱,"Lee, SangWook",,,보기,Y,,"사이버강좌전용 택1, 제3영역","Online course 택1, 제3영역"
215,100861,현대예술의이해,Understanding Contemporary Art,외국인 전용 영어강좌,31001,교필,General Education Required Course,3,월(5 ~ 7),Mon(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강경래,Kyoung-Lae kang,미래관-202,Mirae Hall(060)-202,보기,Y,,"영어전용(M)   택1, 제2영역","Offered in English   택1, 제2영역"
216,100861,현대예술의이해,Understanding Contemporary Art,,31002,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이대범,Lee Dae Bum,다빈치관-013,Davinci Hall(039)-013,보기,N,,"택1, 제2영역","택1, 제2영역"
217,100861,현대예술의이해,Understanding Contemporary Art,,31003,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이대범,Lee Dae Bum,다빈치관-013,Davinci Hall(039)-013,보기,N,,"택1, 제2영역","택1, 제2영역"
218,100864,생명과인간,Life and Human Beings,,31005,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,백욱인,"PAIK, WOOKINN",다빈치관-219,Davinci Hall(039)-219,보기,N,,"택1, 제1영역","택1, 제1영역"
219,100864,생명과인간,Life and Human Beings,,31001,교필,General Education Required Course,3,월(2 ~ 4),Mon(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김민영,김민영,다빈치관-107,Davinci Hall(039)-107,보기,N,,"택1, 제1영역","택1, 제1영역"
220,100864,생명과인간,Life and Human Beings,,31002,교필,General Education Required Course,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김진영,Kim Chin Young,무궁관-109,Mugung Hall(057)-109,보기,N,,"택1, 제1영역","택1, 제1영역"
221,100864,생명과인간,Life and Human Beings,,31003,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김진영,Kim Chin Young,상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제1영역","택1, 제1영역"
222,100864,생명과인간,Life and Human Beings,,31004,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김민영,김민영,다빈치관-218,Davinci Hall(039)-218,보기,N,,"택1, 제1영역","택1, 제1영역"
223,100865,문학적상상력,Literary Imagination,,31002,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,송승환,SONG SEUNG WHAN,다빈치관-206,Davinci Hall(039)-206,보기,N,,"택1, 제1영역","택1, 제1영역"
224,100865,문학적상상력,Literary Imagination,,31003,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이민호,이민호,상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제1영역","택1, 제1영역"
225,100865,문학적상상력,Literary Imagination,,31010,교필,General Education Required Course,3,"화(4 ~ 5), 수(5)","Tue(4 ~ 5), Wed(5)",40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,권용선,권용선,다빈치관-217 다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제1영역","택1, 제1영역"
226,100865,문학적상상력,Literary Imagination,,31006,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이현정,lee hyeon jeong,다빈치관-219,Davinci Hall(039)-219,보기,N,,"택1, 제1영역","택1, 제1영역"
227,100865,문학적상상력,Literary Imagination,,31007,교필,General Education Required Course,3,수(6 ~ 8),Wed(6 ~ 8),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,권용선,권용선,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제1영역","택1, 제1영역"
228,100865,문학적상상력,Literary Imagination,한국인 수강가능 영어강좌,31001,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,BensonMatthew,"Benson, Matthew Edward",국제관-223,International Hall(038)-223,보기,Y,,"택1, 제1영역","택1, 제1영역"
229,100865,문학적상상력,Literary Imagination,,31008,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박태호,박태호,다빈치관-206,Davinci Hall(039)-206,보기,N,,"택1, 제1영역","택1, 제1영역"
230,100865,문학적상상력,Literary Imagination,,31009,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,권용선,권용선,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제1영역","택1, 제1영역"
231,100865,문학적상상력,Literary Imagination,,31004,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이현정,lee hyeon jeong,다빈치관-219,Davinci Hall(039)-219,보기,N,,"택1, 제1영역","택1, 제1영역"
232,100865,문학적상상력,Literary Imagination,,31005,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,송승환,SONG SEUNG WHAN,다빈치관-206,Davinci Hall(039)-206,보기,N,,"택1, 제1영역","택1, 제1영역"
233,100932,취업과진로,Career & Work,,11002,교선,General Education Elective,2,목(5 ~ 6),Thu(5 ~ 6),110,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안민홍,"Ahn, Min Hong",상상관-108,Sangsang Hall(53)-108,보기,N,,취업과진로,Employment and career path
234,100932,취업과진로,Career & Work,,11003,교선,General Education Elective,2,월(5 ~ 6),Mon(5 ~ 6),110,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안민홍,"Ahn, Min Hong",Techno Cube(테크노 큐브)-403,Techno Cube(62)-403,보기,N,,취업과진로,Employment and career path
235,100932,취업과진로,Career & Work,,11004,교선,General Education Elective,2,화(2 ~ 3),Tue(2 ~ 3),110,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김효순,김효순,상상관-108,Sangsang Hall(53)-108,보기,N,,취업과진로,Employment and career path
236,100932,취업과진로,Career & Work,,11001,교선,General Education Elective,2,목(2 ~ 3),Thu(2 ~ 3),110,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,안민홍,"Ahn, Min Hong",상상관-108,Sangsang Hall(53)-108,보기,N,,취업과진로,Employment and career path
237,100934,음악의이해,Understanding Music,,31003,교선,General Education Elective,2,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,황순학,황순학,다빈치관-001,Davinci Hall(039)-001,보기,N,,,
238,100934,음악의이해,Understanding Music,,31001,교선,General Education Elective,2,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,황순학,황순학,다빈치관-001,Davinci Hall(039)-001,보기,N,,,
239,100934,음악의이해,Understanding Music,,31002,교선,General Education Elective,2,수(2 ~ 4),Wed(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,황순학,황순학,다빈치관-001,Davinci Hall(039)-001,보기,N,,,
240,100958,읽기와쓰기의즐거움,Advanced  Reading & Writing,,31001,교선,General Education Elective,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전승주,전승주,상상관-712,Sangsang Hall(53)-712,보기,N,,,
241,100961,통계의활용,Practices in Statistics,,31001,교선,General Education Elective,3,화(5 ~ 7),Tue(5 ~ 7),36,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김태수,"KIM, TAE SOO",아름관-402 국제관-302,International Hall(038)-302 Areum Hall(054)-402,보기,N,,일반+사이버(70%미만)강좌,
242,100964,회계학개론,Introducion to Acconuting,,31001,교선,General Education Elective,3,목(6 ~ 8),Thu(6 ~ 8),100,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전중열,전중열,다빈치관-001,Davinci Hall(039)-001,보기,N,,,
243,100965,발명기법과특허의이해,Presentation & Debate,,31002,교선,General Education Elective,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이미경,이미경,상상관-108,Sangsang Hall(53)-108,보기,N,,,
244,100966,현대중국과동아시아,Historical study on the contemporary China in the East Asia,,31001,교선,General Education Elective,3,수(4 ~ 6),Wed(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,유현정,유현정,다빈치관-219,Davinci Hall(039)-219,보기,N,,,
245,100975,삶의윤리학,Ethics of Life,,11010,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이봉재,"Lee, Bong jae",상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
246,100975,삶의윤리학,Ethics of Life,,11007,교필,General Education Required Course,2,월(1 ~ 2),Mon(1 ~ 2),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김헌중,김헌중,다빈치관-209,Davinci Hall(039)-209,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
247,100975,삶의윤리학,Ethics of Life,,11008,교필,General Education Required Course,2,월(3 ~ 4),Mon(3 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김헌중,김헌중,다빈치관-209,Davinci Hall(039)-209,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
248,100975,삶의윤리학,Ethics of Life,,11009,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이봉재,"Lee, Bong jae",상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
249,100975,삶의윤리학,Ethics of Life,,11002,교필,General Education Required Course,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,우상권,우상권,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
250,100975,삶의윤리학,Ethics of Life,,11027,교필,General Education Required Course,2,목(6 ~ 7),Thu(6 ~ 7),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이봉재,"Lee, Bong jae",창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
251,100975,삶의윤리학,Ethics of Life,,11003,교필,General Education Required Course,2,화(1 ~ 2),Tue(1 ~ 2),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,우상권,우상권,다빈치관-104,Davinci Hall(039)-104,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
252,100975,삶의윤리학,Ethics of Life,,11011,교필,General Education Required Course,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이봉재,"Lee, Bong jae",상상관-108,Sangsang Hall(53)-108,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
253,100975,삶의윤리학,Ethics of Life,,11012,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이봉재,"Lee, Bong jae",상상관-108,Sangsang Hall(53)-108,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
