grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
73,100323,한국근현대사의이해,Understanding of Korean modern and Contemporary History,군 이러닝 강좌,31002,교선,General Education Elective,3,목(1 ~ 3),Thu(1 ~ 3),999,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정상우,"Jeong, Sang woo",,,보기,Y,,사이버강좌전용,Online course
74,100323,한국근현대사의이해,Understanding of Korean modern and Contemporary History,,31001,교선,General Education Elective,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정상우,"Jeong, Sang woo",상상관-719,Sangsang Hall(53)-719,보기,N,,,
75,100325,과학기술과지식재산권,Technology and Intellectual Property,,31001,교선,General Education Elective,3,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최동규,최동규,다빈치관-219,Davinci Hall(039)-219,보기,N,,,
76,100325,과학기술과지식재산권,Technology and Intellectual Property,,31002,교선,General Education Elective,3,화(6 ~ 8),Tue(6 ~ 8),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최동규,최동규,다빈치관-208,Davinci Hall(039)-208,보기,N,,,
77,100326,연극의이해,Understanding Play,,31001,교선,General Education Elective,3,월(3 ~ 5),Mon(3 ~ 5),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조은경,조은경,다빈치관-108,Davinci Hall(039)-108,보기,N,,,
78,100331,현대문화와사상,Philosophy and Modern Culture,,31001,교선,General Education Elective,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박태호,박태호,다빈치관-107,Davinci Hall(039)-107,보기,N,,,
79,100342,여성학,Women's Studies,,31001,교선,General Education Elective,3,수(7 ~ 9),Wed(7 ~ 9),101,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조명희,조명희,다빈치관-001,Davinci Hall(039)-001,보기,N,,,
80,100347,바디디자인,Body Design,,31001,교선,General Education Elective,2,수(2 ~ 4),Wed(2 ~ 4),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,성순창,성순창,무궁관-207,Mugung Hall(057)-207 (),보기,Y,,체육,Physical education
81,100348,필라테스,Pilates,,31001,교선,General Education Elective,2,화(6 ~ 8),Tue(6 ~ 8),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,한아름,"Han, Areum",무궁관-202 미래관-B106,Mirae Hall(060)-B106 Mugung Hall(057)-202,보기,Y,,체육,Physical education
82,100351,환경과인간,Environment and Human,,31001,교선,General Education Elective,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,임병란,임병란,청운관(북관)-015,Chungwoon Hall(006A)-015,보기,N,,,
83,100351,환경과인간,Environment and Human,,31002,교선,General Education Elective,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정연훈,JUNG YEON HOON,청운관(북관)-016,Chungwoon Hall(006A)-016,보기,N,,,
84,100351,환경과인간,Environment and Human,,31003,교선,General Education Elective,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,임병란,임병란,청운관(북관)-015,Chungwoon Hall(006A)-015,보기,N,,,
85,100351,환경과인간,Environment and Human,,31004,교선,General Education Elective,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정연훈,JUNG YEON HOON,청운관(북관)-016,Chungwoon Hall(006A)-016,보기,N,,,
86,100354,야구,baseball,,31001,교선,General Education Elective,2,목(6 ~ 8),Thu(6 ~ 8),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,박형길,박형길,무궁관-202,Mugung Hall(057)-202 (),보기,Y,,체육,Physical education
87,100368,인공지능기초와활용,Introduction to AI and its applications,,31001,교선,General Education Elective,3,"화(4, 11 ~ 12)","Tue(4, 11 ~ 12)",100,교양대학,College of Liberal Arts,인공지능응용학과,Department of Applied Artificial Intelligence,박종열,Jongyoul Park,상상관-108,Sangsang Hall(53)-108 (),보기,N,,사이버강좌전용,Online course
88,100503,기술과디자인,Technology and Design,,31001,교선,General Education Elective,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강태임,"Kang, Tae Yim",창조관-514,Changjo Hall (Graduate School)(008)-514,보기,N,,,
89,100516,서양고전읽기,Reading Western Classics,,31001,교선,General Education Elective,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,권오숙,권오숙,상상관-624,Sangsang Hall(53)-624,보기,N,,,
90,100529,동양고전읽기,Reading Eastern Classics,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정영근,정영근,다빈치관-219,Davinci Hall(039)-219,보기,N,,,
91,100553,지식의세계,World of Knowledge,Standing Lecture,31001,교선,General Education Elective,2,월(2 ~ 3),Mon(2 ~ 3),15,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박선규,박선규,상상관-801,Sangsang Hall(53)-801,보기,N,,,
92,100553,지식의세계,World of Knowledge,미래융합대학 전용강좌(수강제한 있음),31002,교선,General Education Elective,2,월(11 ~ 12),Mon(11 ~ 12),20,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박선규,박선규,상상관-801,Sangsang Hall(53)-801,보기,N,,,
93,100590,오늘의한국사회,Contemporary Korea Society,,31001,교선,General Education Elective,3,수(3 ~ 5),Wed(3 ~ 5),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,윤여령,윤여령,창조관-310,Changjo Hall (Graduate School)(008)-310,보기,N,,,
94,100591,선형대수,Linear Algebra,,31001,교선,General Education Elective,3,목(2 ~ 4),Thu(2 ~ 4),35,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김병찬,"Kim, Byung Chan",다빈치관-206,Davinci Hall(039)-206,보기,N,,일반+사이버(70%미만)강좌,
95,100639,역사와인간,The history and Man,,31002,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오기승,오기승,창학관-113,Changhak Hall(003)-113,보기,N,,"택1, 제2영역","택1, 제2영역"
96,100639,역사와인간,The history and Man,,31001,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,변우희,변우희,상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제2영역","택1, 제2영역"
97,100639,역사와인간,The history and Man,,31003,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이아리,이아리,다빈치관-013,Davinci Hall(039)-013,보기,N,,"택1, 제2영역","택1, 제2영역"
98,100639,역사와인간,The history and Man,,31004,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,윤현상,Yoon Hyunsang,다산관-321,Dasan Hall(002)-321,보기,N,,"택1, 제2영역","택1, 제2영역"
99,100643,현대사회와윤리,Ethics in Modern Society,,31003,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강병호,강병호,다빈치관-219,Davinci Hall(039)-219,보기,N,,"택1, 제1영역","택1, 제1영역"
100,100643,현대사회와윤리,Ethics in Modern Society,,31001,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,고은강,Eunkang Koh,상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제1영역","택1, 제1영역"
101,100643,현대사회와윤리,Ethics in Modern Society,,31002,교필,General Education Required Course,3,목(5 ~ 7),Thu(5 ~ 7),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,강병호,강병호,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제1영역","택1, 제1영역"
102,100690,확률과통계,Probability and Statistics,,31001,교선,General Education Elective,3,금(3 ~ 5),Fri(3 ~ 5),36,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김태수,"KIM, TAE SOO",아름관-402,Areum Hall(054)-402,보기,N,,일반+사이버(70%미만)강좌,
103,100690,확률과통계,Probability and Statistics,수강대상: 지능형반도체공학과,31002,교선,General Education Elective,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이우주,이우주,다빈치관-423,Davinci Hall(039)-423,보기,N,,,
104,100690,확률과통계,Probability and Statistics,군 이러닝 강좌,31004,교선,General Education Elective,3,토(6 ~ 8),Sat(6 ~ 8),999,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김태수,"KIM, TAE SOO",,,보기,Y,,사이버강좌전용,Online course
105,100690,확률과통계,Probability and Statistics,,31003,교선,General Education Elective,3,수(5 ~ 7),Wed(5 ~ 7),35,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이우주,이우주,다빈치관-206,Davinci Hall(039)-206,보기,N,,,
106,100693,직업과삶,Vocational Ethics,,31001,교선,General Education Elective,2,화(5 ~ 6),Tue(5 ~ 6),60,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정영근,정영근,다빈치관-219,Davinci Hall(039)-219,보기,N,,,
107,100762,한국사의재조명,Recognition to Korean History,,31002,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이정훈,이정훈,다빈치관-013,Davinci Hall(039)-013,보기,N,,"택1, 제2영역","택1, 제2영역"
108,100762,한국사의재조명,Recognition to Korean History,,31004,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김정신,김정신,상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제2영역","택1, 제2영역"
109,100762,한국사의재조명,Recognition to Korean History,,31005,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,윤현상,Yoon Hyunsang,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제2영역","택1, 제2영역"
110,100762,한국사의재조명,Recognition to Korean History,,31003,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최경환,최경환,국제관-409,International Hall(038)-409,보기,N,,"택1, 제2영역","택1, 제2영역"
111,100762,한국사의재조명,Recognition to Korean History,,31008,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정상우,"Jeong, Sang woo",상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제2영역","택1, 제2영역"
112,100762,한국사의재조명,Recognition to Korean History,외국인 전용 영어강좌,31001,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정상우,"Jeong, Sang woo",상상관-719,Sangsang Hall(53)-719,보기,Y,,"영어전용(M)   택1, 제2영역","Offered in English   택1, 제2영역"
113,100762,한국사의재조명,Recognition to Korean History,,31011,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,윤현상,Yoon Hyunsang,다산관-321,Dasan Hall(002)-321,보기,N,,"택1, 제2영역","택1, 제2영역"
114,100762,한국사의재조명,Recognition to Korean History,,31009,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최경환,최경환,학군단-305,R.O.T.C.(059)-305,보기,N,,"택1, 제2영역","택1, 제2영역"
115,100762,한국사의재조명,Recognition to Korean History,,31010,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정상우,"Jeong, Sang woo",상상관-719,Sangsang Hall(53)-719,보기,N,,"택1, 제2영역","택1, 제2영역"
116,100762,한국사의재조명,Recognition to Korean History,,31007,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,오기승,오기승,창학관-113,Changhak Hall(003)-113,보기,N,,"택1, 제2영역","택1, 제2영역"
117,100762,한국사의재조명,Recognition to Korean History,,31006,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이정훈,이정훈,미래관-202,Mirae Hall(060)-202,보기,N,,"택1, 제2영역","택1, 제2영역"
118,100764,현대사회와철학,Modern Society and Philosophy,,31005,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,고지현,고지현,다빈치관-107,Davinci Hall(039)-107,보기,N,,"택1, 제1영역","택1, 제1영역"
119,100764,현대사회와철학,Modern Society and Philosophy,,31006,교필,General Education Required Course,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,고지현,고지현,다빈치관-107,Davinci Hall(039)-107,보기,N,,"택1, 제1영역","택1, 제1영역"
120,100764,현대사회와철학,Modern Society and Philosophy,,31007,교필,General Education Required Course,3,금(6 ~ 8),Fri(6 ~ 8),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박정태,Park Jung Tae,다빈치관-209,Davinci Hall(039)-209,보기,N,,"택1, 제1영역","택1, 제1영역"
121,100764,현대사회와철학,Modern Society and Philosophy,,31001,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이수정,이수정,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제1영역","택1, 제1영역"
122,100764,현대사회와철학,Modern Society and Philosophy,,31003,교필,General Education Required Course,3,"수(1 ~ 2), 금(5)","Wed(1 ~ 2), Fri(5)",40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박정태,Park Jung Tae,다빈치관-209 다빈치관-209,Davinci Hall(039)-209,보기,N,,"택1, 제1영역","택1, 제1영역"
123,100764,현대사회와철학,Modern Society and Philosophy,,31004,교필,General Education Required Course,3,수(5 ~ 7),Wed(5 ~ 7),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박정태,Park Jung Tae,다빈치관-209,Davinci Hall(039)-209,보기,N,,"택1, 제1영역","택1, 제1영역"
124,100764,현대사회와철학,Modern Society and Philosophy,,31002,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이수정,이수정,미래관-202,Mirae Hall(060)-202,보기,N,,"택1, 제1영역","택1, 제1영역"
125,100766,현대문화론,Modern Culture Theory,,31002,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,손기태,손기태,다빈치관-217,Davinci Hall(039)-217,보기,N,,"택1, 제1영역","택1, 제1영역"
126,100766,현대문화론,Modern Culture Theory,,31009,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,양재영,양재영,창학관-113,Changhak Hall(003)-113,보기,N,,"택1, 제1영역","택1, 제1영역"
127,100766,현대문화론,Modern Culture Theory,,31003,교필,General Education Required Course,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박정수,박정수,상상관-703,Sangsang Hall(53)-703,보기,N,,"택1, 제1영역","택1, 제1영역"
128,100766,현대문화론,Modern Culture Theory,,31010,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,손기태,손기태,상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제1영역","택1, 제1영역"
129,100766,현대문화론,Modern Culture Theory,,31006,교필,General Education Required Course,3,월(2 ~ 4),Mon(2 ~ 4),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최진호,최진호,다빈치관-103,Davinci Hall(039)-103,보기,N,,"택1, 제1영역","택1, 제1영역"
130,100766,현대문화론,Modern Culture Theory,,31007,교필,General Education Required Course,3,월(6 ~ 8),Mon(6 ~ 8),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최진호,최진호,다빈치관-103,Davinci Hall(039)-103,보기,N,,"택1, 제1영역","택1, 제1영역"
131,100766,현대문화론,Modern Culture Theory,,31001,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,현영종,현영종,다빈치관-423,Davinci Hall(039)-423,보기,N,,"택1, 제1영역","택1, 제1영역"
132,100766,현대문화론,Modern Culture Theory,,31008,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최진석,CHOI Jin Seok,다빈치관-208,Davinci Hall(039)-208,보기,N,,"택1, 제1영역","택1, 제1영역"
133,100780,철학과예술,Philosophy and Art,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박태호,박태호,다빈치관-423,Davinci Hall(039)-423,보기,N,,,
134,100782,서울의역사와문화,History and Culture of Seoul,,31001,교선,General Education Elective,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최경환,최경환,다빈치관-013,Davinci Hall(039)-013,보기,N,,,
135,100783,현대서양의형성,Contemporary History of the West,,31001,교선,General Education Elective,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김남섭,"Kim, Namsub",상상관-712,Sangsang Hall(53)-712,보기,N,,,
136,100784,현대메가트렌드,Contemporary Society and Megatrends,,31002,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,나두경,나두경,상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제3영역","택1, 제3영역"
137,100784,현대메가트렌드,Contemporary Society and Megatrends,,31001,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,나두경,나두경,상상관-817,Sangsang Hall(53)-817,보기,N,,"택1, 제3영역","택1, 제3영역"
138,100785,대중문화와사회,Popular Culture and Society,외국인 전용 영어강좌,31001,교선,General Education Elective,3,목(5 ~ 7),Thu(5 ~ 7),35,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정기인,"Chong, Ki In",상상관-621,Sangsang Hall(53)-621,보기,Y,,영어전용(M),Offered in English
139,100788,논리적글쓰기,Logical Writing,,11030,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,인아영,A-Young In,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
140,100788,논리적글쓰기,Logical Writing,,11029,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),31,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전영주,전영주,상상관-621,Sangsang Hall(53)-621,보기,N,,공통필수,공통필수
141,100788,논리적글쓰기,Logical Writing,,11027,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이원지,Wonjee Lee,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
142,100788,논리적글쓰기,Logical Writing,,11026,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,남재민,남재민,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
143,100788,논리적글쓰기,Logical Writing,,11035,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,인아영,A-Young In,상상관-621,Sangsang Hall(53)-621,보기,N,,공통필수,공통필수
144,100788,논리적글쓰기,Logical Writing,,11025,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김슬기,김슬기,청운관(북관)-019,Chungwoon Hall(006A)-019,보기,N,,공통필수,공통필수
145,100788,논리적글쓰기,Logical Writing,,11024,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,남재민,남재민,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
146,100788,논리적글쓰기,Logical Writing,,11023,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,채송화,채송화,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
147,100788,논리적글쓰기,Logical Writing,,11022,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김슬기,김슬기,청운관(북관)-019,Chungwoon Hall(006A)-019,보기,N,,공통필수,공통필수
148,100788,논리적글쓰기,Logical Writing,,11036,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이경근,이경근,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
149,100788,논리적글쓰기,Logical Writing,,11021,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이원지,Wonjee Lee,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
150,100788,논리적글쓰기,Logical Writing,외국인 전용 영어강좌,11001,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,최형섭,"Choi, Hyungsub",상상관-823,Sangsang Hall(53)-823,보기,Y,,영어전용(M)   공통필수,Offered in English   공통필수
151,100788,논리적글쓰기,Logical Writing,,11002,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조지혜,조지혜,상상관-621,Sangsang Hall(53)-621,보기,N,,공통필수,공통필수
152,100788,논리적글쓰기,Logical Writing,,11020,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,채송화,채송화,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
153,100788,논리적글쓰기,Logical Writing,,11003,교필,General Education Required Course,3,금(4 ~ 6),Fri(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조지혜,조지혜,상상관-621,Sangsang Hall(53)-621,보기,N,,공통필수,공통필수
154,100788,논리적글쓰기,Logical Writing,,11019,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,조경은,조경은,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
155,100788,논리적글쓰기,Logical Writing,,11018,교필,General Education Required Course,3,목(7 ~ 9),Thu(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,박성준,박성준,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
156,100788,논리적글쓰기,Logical Writing,,11034,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김정욱,김정욱,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
157,100788,논리적글쓰기,Logical Writing,,11031,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,김정욱,김정욱,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
158,100788,논리적글쓰기,Logical Writing,,11032,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전영주,전영주,상상관-621,Sangsang Hall(53)-621,보기,N,,공통필수,공통필수
159,100788,논리적글쓰기,Logical Writing,,11037,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이경근,이경근,다빈치관-424,Davinci Hall(039)-424,보기,N,,공통필수,공통필수
160,100788,논리적글쓰기,Logical Writing,,11009,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이민호,이민호,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
161,100788,논리적글쓰기,Logical Writing,,11005,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정이환,정이환,상상관-817,Sangsang Hall(53)-817,보기,N,,공통필수,공통필수
162,100788,논리적글쓰기,Logical Writing,,11010,교필,General Education Required Course,3,화(4 ~ 6),Tue(4 ~ 6),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전승주,전승주,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
163,100788,논리적글쓰기,Logical Writing,,11011,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,이민호,이민호,상상관-621,Sangsang Hall(53)-621,보기,N,,공통필수,공통필수
164,100788,논리적글쓰기,Logical Writing,,11012,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,전승주,전승주,상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
165,100788,논리적글쓰기,Logical Writing,,11013,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,민진영,"Min, Jin-young",상상관-712,Sangsang Hall(53)-712,보기,N,,공통필수,공통필수
166,100788,논리적글쓰기,Logical Writing,,11014,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),30,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,민진영,"Min, Jin-young",상상관-823,Sangsang Hall(53)-823,보기,N,,공통필수,공통필수
