grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
90,181087,코업프로젝트(2),Co-operative Education Project(2),,31002,전선,Major Electives,12,일(0),Sun(0),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,심규호,"SIM, KYUHO",,,보기,Y,Y,코업프로젝트,Co-op project
91,181099,생산자동화,Production Automation,,31001,전선,Major Electives,3,"월(2 ~ 3), 목(6)","Mon(2 ~ 3), Thu(6)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박민수,"Park, Min Soo",다산관-318 다산관-318,Dasan Hall(002)-318,보기,Y,,,
92,181105,MEMS공정및실습,MEMS process & lab,,41001,전선,Major Electives,3,"월(6 ~ 7), 목(3 ~ 4)","Mon(6 ~ 7), Thu(3 ~ 4)",18,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,조영학,"Cho, Young Hak",프론티어관-506 프론티어관-506,Frontier Hall(032)-506,보기,Y,,,
93,181113,응용로봇설계,Applied Robot Design,,31001,전선,Major Electives,3,"화(5), 금(1 ~ 2)","Tue(5), Fri(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정엽,"KIM, JUNG-YUP",프론티어관-409 프론티어관-409,Frontier Hall(032)-409,보기,Y,Y,,
94,181119,영상처리시스템,Image Processing Systems,,31001,전선,Major Electives,3,"월(3 ~ 4), 화(6 ~ 7)","Mon(3 ~ 4), Tue(6 ~ 7)",34,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박희재,박희재,프론티어관-502 프론티어관-502,Frontier Hall(032)-502,보기,Y,Y,,
95,181121,스마트재료및공정,Smart material and processing,,31001,전선,Major Electives,3,"월(6), 목(4 ~ 5)","Mon(6), Thu(4 ~ 5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김선경,김선경,다산관-318 다산관-318,Dasan Hall(002)-318,보기,Y,Y,일반+사이버(70%미만)강좌,
96,181123,데이터기반제조,Data Based Manufacturing,,31001,전선,Major Electives,3,"수(9), 목(2 ~ 3)","Wed(9), Thu(2 ~ 3)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이주연,Ju Yeon Lee,프론티어관-501 프론티어관-501,Frontier Hall(032)-501,보기,Y,Y,영어전용(Y)  일반+사이버(70%미만)강좌,Offered in English
97,181128,폴리머성형공정,Polymer Shaping Process,,31001,전선,Major Electives,3,"월(7 ~ 8), 수(2)","Mon(7 ~ 8), Wed(2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,류민영,"Lyu, Min-Young",다산관-318 다산관-318,Dasan Hall(002)-318,보기,Y,,,
98,181129,금속성형공정,Metal Forming Process,,31001,전선,Major Electives,3,"화(5 ~ 6), 수(5)","Tue(5 ~ 6), Wed(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이창환,Chang-Whan LEE,다산관-317 다산관-229,Dasan Hall(002)-229 Dasan Hall(002)-317,보기,Y,,,
99,181130,제품디자인,Industrial Design,,31002,전선,Major Electives,3,목(7 ~ 9),Thu(7 ~ 9),30,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정성원,SEONG WON JEONG,프론티어관-507,Frontier Hall(032)-507,보기,Y,,,
100,181130,제품디자인,Industrial Design,,31001,전선,Major Electives,3,화(7 ~ 9),Tue(7 ~ 9),30,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정성원,SEONG WON JEONG,프론티어관-507,Frontier Hall(032)-507,보기,Y,,,
101,181134,소프트웨어공학및설계,Software Engineering and Design,,41001,전선,Major Electives,3,금(5 ~ 7),Fri(5 ~ 7),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김선경,김선경,다산관-229,Dasan Hall(002)-229,보기,Y,Y,일반+사이버(70%미만)강좌,
102,181135,마이크로나노공학,Micro/Nano Engineering,,41001,전선,Major Electives,3,"화(3), 목(8 ~ 9)","Tue(3), Thu(8 ~ 9)",45,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,표순재,Soonjae Pyo,프론티어관-402 프론티어관-402,Frontier Hall(032)-402,보기,Y,Y,,
