grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
21,181004,기계제도,Engineering Drawing,,21003,전필,Major Required Courses,3,"월(6 ~ 7), 목(3 ~ 4)","Mon(6 ~ 7), Thu(3 ~ 4)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,안다훈,"Ahn, Dahoon",하이테크관-201 하이테크관-201,High Tech Hall(033)-201,보기,Y,Y,,
22,181004,기계제도,Engineering Drawing,,21005,전필,Major Required Courses,3,"월(5 ~ 6), 화(1 ~ 2)","Mon(5 ~ 6), Tue(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정연찬,"Chung, YunChan",다산관-319 다산관-229,Dasan Hall(002)-229 Dasan Hall(002)-319,보기,Y,,,
23,181004,기계제도,Engineering Drawing,,21001,전필,Major Required Courses,3,"월(6 ~ 7), 목(3 ~ 4)","Mon(6 ~ 7), Thu(3 ~ 4)",45,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김태훈,Taehoon Kim,프론티어관-511 프론티어관-511,Frontier Hall(032)-511,보기,Y,Y,,
24,181004,기계제도,Engineering Drawing,,21002,전필,Major Required Courses,3,"화(8 ~ 9), 수(6 ~ 7)","Tue(8 ~ 9), Wed(6 ~ 7)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김태훈,Taehoon Kim,프론티어관-502 프론티어관-502,Frontier Hall(032)-502,보기,Y,Y,,
25,181005,열역학,Thermodynamics,,21005,전선,Major Electives,3,"월(4), 금(5 ~ 6)","Mon(4), Fri(5 ~ 6)",85,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정현,"Kim, Jeong-Hyun",다산관-311 다산관-311,Dasan Hall(002)-311,보기,Y,Y,,
26,181005,열역학,Thermodynamics,,21001,전선,Major Electives,3,"월(8 ~ 9), 목(5)","Mon(8 ~ 9), Thu(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박창용,박창용,프론티어관-316 프론티어관-406,Frontier Hall(032)-316 Frontier Hall(032)-406,보기,Y,,,
27,181005,열역학,Thermodynamics,,21002,전선,Major Electives,3,"화(5), 목(1 ~ 2)","Tue(5), Thu(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박창용,박창용,프론티어관-401 프론티어관-402,Frontier Hall(032)-401 Frontier Hall(032)-402,보기,Y,,,
28,181005,열역학,Thermodynamics,,21003,전선,Major Electives,3,"월(8 ~ 9), 목(5)","Mon(8 ~ 9), Thu(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정우,김정우,프론티어관-216 프론티어관-402,Frontier Hall(032)-216 Frontier Hall(032)-402,보기,Y,Y,,
29,181005,열역학,Thermodynamics,,21004,전선,Major Electives,3,"월(1 ~ 2), 수(5)","Mon(1 ~ 2), Wed(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김태훈,Taehoon Kim,프론티어관-406 프론티어관-509,Frontier Hall(032)-509 Frontier Hall(032)-406,보기,Y,Y,영어전용(M),Offered in English
30,181006,전기전자개론,Introduction to Electrical and Electronic Engineering,,21004,전선,Major Electives,3,"수(8 ~ 9), 목(8 ~ 9)","Wed(8 ~ 9), Thu(8 ~ 9)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박민수,"Park, Min Soo",다산관-316 하이테크관-236,Dasan Hall(002)-316 High Tech Hall(033)-236,보기,Y,,,
31,181006,전기전자개론,Introduction to Electrical and Electronic Engineering,,21001,전선,Major Electives,3,"월(6 ~ 7), 목(3 ~ 4)","Mon(6 ~ 7), Thu(3 ~ 4)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,임충혁,"yim, choong hyuk",프론티어관-401 프론티어관-410,Frontier Hall(032)-401 Frontier Hall(032)-410,보기,Y,Y,,
32,181006,전기전자개론,Introduction to Electrical and Electronic Engineering,,21002,전선,Major Electives,3,"화(1 ~ 2), 목(6 ~ 7)","Tue(1 ~ 2), Thu(6 ~ 7)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,임충혁,"yim, choong hyuk",프론티어관-410 프론티어관-410,Frontier Hall(032)-410,보기,Y,Y,,
33,181006,전기전자개론,Introduction to Electrical and Electronic Engineering,,21003,전선,Major Electives,3,"화(3 ~ 4), 목(8 ~ 9)","Tue(3 ~ 4), Thu(8 ~ 9)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,임충혁,"yim, choong hyuk",프론티어관-410 프론티어관-410,Frontier Hall(032)-410,보기,Y,Y,,
34,181007,재료과학,Materials Science and Engineering,,21002,전선,Major Electives,3,"월(2 ~ 3), 목(6)","Mon(2 ~ 3), Thu(6)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,류민영,"Lyu, Min-Young",다산관-314 다산관-316,Dasan Hall(002)-316 Dasan Hall(002)-314,보기,Y,Y,,
35,181007,재료과학,Materials Science and Engineering,,21003,전선,Major Electives,3,"목(7), 금(7 ~ 8)","Thu(7), Fri(7 ~ 8)",48,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이승현,Seunghyun Lee,다산관-318 다산관-316,Dasan Hall(002)-316 Dasan Hall(002)-318,보기,Y,Y,,
36,181007,재료과학,Materials Science and Engineering,,21001,전선,Major Electives,3,"월(8 ~ 9), 목(5)","Mon(8 ~ 9), Thu(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김성동,김성동,프론티어관-509 프론티어관-509,Frontier Hall(032)-509,보기,Y,Y,,
37,181008,디자인과공학,Introduction to Design Engineering,,21001,전선,Major Electives,3,화(7 ~ 9),Tue(7 ~ 9),40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정성원,SEONG WON JEONG,다산관-316,Dasan Hall(002)-316,보기,Y,,,
38,181008,디자인과공학,Introduction to Design Engineering,,21002,전선,Major Electives,3,목(3 ~ 5),Thu(3 ~ 5),35,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정성원,SEONG WON JEONG,다산관-317,Dasan Hall(002)-317,보기,Y,,,
39,181020,제어공학,Control,,31003,전선,Major Electives,3,"월(4), 화(6 ~ 7)","Mon(4), Tue(6 ~ 7)",35,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,임충혁,"yim, choong hyuk",프론티어관-409 프론티어관-509,Frontier Hall(032)-409 Frontier Hall(032)-509,보기,Y,Y,,
40,181020,제어공학,Control,,31005,전선,Major Electives,3,"월(1 ~ 2), 수(5)","Mon(1 ~ 2), Wed(5)",35,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이치범,"LEE, CHIBUM",프론티어관-401 프론티어관-409,Frontier Hall(032)-401 Frontier Hall(032)-409,보기,Y,Y,,
41,181020,제어공학,Control,,31004,전선,Major Electives,3,"화(4), 목(8 ~ 9)","Tue(4), Thu(8 ~ 9)",35,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정엽,"KIM, JUNG-YUP",프론티어관-506 프론티어관-318,Frontier Hall(032)-506 Frontier Hall(032)-318,보기,Y,Y,,
42,181020,제어공학,Control,,31001,전선,Major Electives,3,"화(5), 목(1 ~ 2)","Tue(5), Thu(1 ~ 2)",35,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이귀형,LEE GUI HYUNG,프론티어관-506 프론티어관-506,Frontier Hall(032)-506,보기,N,,,
43,181020,제어공학,Control,,31002,전선,Major Electives,3,"화(4), 목(8 ~ 9)","Tue(4), Thu(8 ~ 9)",35,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김동환,"Kim, Dong Hwan",프론티어관-408 프론티어관-408,Frontier Hall(032)-408,보기,Y,,영어전용(M),Offered in English
44,181022,기계요소설계,Design of Machine Elements,,31004,전선,Major Electives,3,"월(7 ~ 8), 목(4)","Mon(7 ~ 8), Thu(4)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,심규호,"SIM, KYUHO",다산관-318 다산관-318,Dasan Hall(002)-318,보기,Y,Y,,
45,181022,기계요소설계,Design of Machine Elements,,31001,전선,Major Electives,3,"월(5), 수(1 ~ 2)","Mon(5), Wed(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,표순재,Soonjae Pyo,프론티어관-216 프론티어관-216,Frontier Hall(032)-216,보기,Y,Y,영어전용(Y),Offered in English
46,181022,기계요소설계,Design of Machine Elements,,31002,전선,Major Electives,3,"월(8 ~ 9), 목(5)","Mon(8 ~ 9), Thu(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,표순재,Soonjae Pyo,프론티어관-318 프론티어관-318,Frontier Hall(032)-318,보기,Y,Y,영어전용(Y),Offered in English
47,181022,기계요소설계,Design of Machine Elements,,31003,전선,Major Electives,3,"월(5), 수(1 ~ 2)","Mon(5), Wed(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,안다훈,"Ahn, Dahoon",프론티어관-316 프론티어관-410,Frontier Hall(032)-410 Frontier Hall(032)-316,보기,Y,Y,영어전용(Y),Offered in English
48,181022,기계요소설계,Design of Machine Elements,,31005,전선,Major Electives,3,"화(8 ~ 9), 목(5)","Tue(8 ~ 9), Thu(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,심규호,"SIM, KYUHO",다산관-318 다산관-318,Dasan Hall(002)-318,보기,Y,Y,,
49,181023,기계제작실습,Machine Shop Practice,,31003,전선,Major Electives,2,금(6 ~ 9),Fri(6 ~ 9),24,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,황지홍,"Hwang, Jihong",하이테크관-113-D,High Tech Hall(033)-113-D,보기,Y,,,
50,181023,기계제작실습,Machine Shop Practice,,31001,전선,Major Electives,2,월(6 ~ 9),Mon(6 ~ 9),24,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,황지홍,"Hwang, Jihong",하이테크관-113-D,High Tech Hall(033)-113-D,보기,Y,,,
51,181023,기계제작실습,Machine Shop Practice,,31002,전선,Major Electives,2,목(6 ~ 9),Thu(6 ~ 9),24,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,황지홍,"Hwang, Jihong",하이테크관-113-D,High Tech Hall(033)-113-D,보기,Y,,,
52,181024,기계진동학,Mechanical Vibration,,31004,전선,Major Electives,3,"화(5), 목(1 ~ 2)","Tue(5), Thu(1 ~ 2)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이승제,Seung Jae Lee,프론티어관-318 프론티어관-318,Frontier Hall(032)-318,보기,Y,Y,,
53,181024,기계진동학,Mechanical Vibration,,31003,전선,Major Electives,3,"월(8 ~ 9), 목(5)","Mon(8 ~ 9), Thu(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이승제,Seung Jae Lee,다산관-314 프론티어관-401,Dasan Hall(002)-314 Frontier Hall(032)-401,보기,Y,Y,,
54,181024,기계진동학,Mechanical Vibration,,31002,전선,Major Electives,3,"월(8 ~ 9), 목(5)","Mon(8 ~ 9), Thu(5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김성걸,"Kim, Kim, Seong Keol",프론티어관-408 프론티어관-408,Frontier Hall(032)-408,보기,Y,Y,,
55,181024,기계진동학,Mechanical Vibration,,31001,전선,Major Electives,3,"월(3), 화(6 ~ 7)","Mon(3), Tue(6 ~ 7)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김성걸,"Kim, Kim, Seong Keol",프론티어관-402 프론티어관-402,Frontier Hall(032)-402,보기,Y,Y,,
56,181024,기계진동학,Mechanical Vibration,,31005,전선,Major Electives,3,"월(9), 화(4 ~ 5)","Mon(9), Tue(4 ~ 5)",40,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,심규호,"SIM, KYUHO",다산관-319 다산관-319,Dasan Hall(002)-319,보기,Y,Y,영어전용(Y),Offered in English
57,181026,열전달,Heat Transfer,,31001,전선,Major Electives,3,"화(2), 목(6 ~ 7)","Tue(2), Thu(6 ~ 7)",60,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박창용,박창용,프론티어관-401 프론티어관-316,Frontier Hall(032)-401 Frontier Hall(032)-316,보기,Y,,,
58,181026,열전달,Heat Transfer,,31002,전선,Major Electives,3,"월(3), 수(6 ~ 7)","Mon(3), Wed(6 ~ 7)",80,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김선경,김선경,다산관-311 창학관-123,Changhak Hall(003)-123 Dasan Hall(002)-311,보기,Y,,,
59,181050,Capstone Design(1),Capstone Design(1),,41005,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,"김성환, 김태훈","Kim, Sung Hwan",,,보기,Y,Y,논문세미나,Dissertation seminar
60,181050,Capstone Design(1),Capstone Design(1),,41007,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김동환,"Kim, Dong Hwan",,,보기,Y,Y,논문세미나,Dissertation seminar
61,181050,Capstone Design(1),Capstone Design(1),,41008,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김종형,"KIM, JONGHYEONG",,,보기,Y,Y,논문세미나,Dissertation seminar
62,181050,Capstone Design(1),Capstone Design(1),,41009,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,"박근, 김성걸, 조영학",박근,,,보기,Y,Y,논문세미나,Dissertation seminar
63,181050,Capstone Design(1),Capstone Design(1),,41012,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박창용,박창용,,,보기,Y,Y,논문세미나,Dissertation seminar
64,181050,Capstone Design(1),Capstone Design(1),,41015,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정우,김정우,,,보기,Y,Y,논문세미나,Dissertation seminar
65,181050,Capstone Design(1),Capstone Design(1),,41030,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),12,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,정연찬,"Chung, YunChan",,,보기,Y,Y,논문세미나,Dissertation seminar
66,181050,Capstone Design(1),Capstone Design(1),,41029,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),10,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이승현,Seunghyun Lee,,,보기,Y,Y,논문세미나,Dissertation seminar
67,181050,Capstone Design(1),Capstone Design(1),,41027,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),10,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이창환,Chang-Whan LEE,,,보기,Y,Y,논문세미나,Dissertation seminar
68,181050,Capstone Design(1),Capstone Design(1),,41024,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),10,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,박민수,"Park, Min Soo",다산관-322,Dasan Hall(002)-322,보기,Y,Y,논문세미나,Dissertation seminar
69,181050,Capstone Design(1),Capstone Design(1),,41021,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),11,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김선경,김선경,다산관-319,Dasan Hall(002)-319,보기,Y,Y,논문세미나,Dissertation seminar
70,181050,Capstone Design(1),Capstone Design(1),,41019,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,이승제,Seung Jae Lee,,,보기,Y,Y,논문세미나,Dissertation seminar
71,181050,Capstone Design(1),Capstone Design(1),,41016,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,"이주형, 안다훈",JOOHYUNG LEE,,,보기,Y,Y,논문세미나,Dissertation seminar
72,181050,Capstone Design(1),Capstone Design(1),,41013,전필,Major Required Courses,3,금(5 ~ 9),Fri(5 ~ 9),20,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,허남수,"HUH, NAM-SU",,,보기,Y,Y,논문세미나,Dissertation seminar
73,181050,Capstone Design(1),Capstone Design(1),,41028,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),10,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,김정현,"Kim, Jeong-Hyun",,,보기,Y,Y,논문세미나,Dissertation seminar
74,181050,Capstone Design(1),Capstone Design(1),,41022,전필,Major Required Courses,3,금(0 ~ 4),Fri(0 ~ 4),10,기계시스템디자인공학과,Department of Mechanical System Design Engineering,기계시스템디자인공학과,Department of Mechanical System Design Engineering,황지홍,"Hwang, Jihong",다산관-317,Dasan Hall(002)-317,보기,Y,Y,논문세미나,Dissertation seminar
